Class;Text
POS;Rizikos kapitalo fondas „Open Circle Capital“ kartu su lietuviðka technologijø ámone „Blue Bridge Baltic“ á Lietuvos startuolá „Teamgate“ investavo po 200 tûkstanèiø eurø. Gautà finansinæ injekcijà, kuri ið viso siekia 400 tûkstanèiø eurø, „Teamgate“ komanda panaudos savo pardavimø ir santykiø su klientais valdymo (angl. CRM) sistemos plëtrai uþsienio rinkose.
POS;Startuolis jau kurá laikà skirià didelá dëmesá uþsienio rinkoms, ypaè JAV ir Vakarø Europai. „Namø rinkà stengiamës palaikyti labiau kokybës nei kiekybës atþvilgiu. Klientai Lietuvoje mus pasiekia dël rekomendacijø, ir mus tai tenkina. Ðiuo metu „Teamgate“ dirba 16 þmoniø, tarp kuriø ir komandos nariai, kurie nuolatos dirba nuotoliniu bûdu JAV, Vokietijoje, Jungtinëje Karalystëje bei Airijoje. Siekiame bûti stipria tarptautine komanda ir esame pasiruoðæ plëtrai uþsienio rinkose“, – sakë „Teamgate“ vadovas Marijus Andrijauskas.
POS;Teamgate“ pastaruoju metu vis daugiau kalba apie dirbtiná intelektà, maðininá mokymàsi, robotus ir ðiø technologijø panaudojimà savo sistemoje. Nors ðias technologijas kol kas naudoja tik didþiausi rinkos dalyviai, lietuviø ámonë siekia sukurti naujos kartos CRM áranká, padësiantá supaprastinti naujø klientø paieðkà maþo ir vidutinio dydþio verslams.
POS;Paþintis su startuoliu prasidëjo nuo investuotojø dalinimosi patirtimi bei áþvalgomis, tuo tarpu „Teamgate“ komanda nuolat informuodavo fondo partnerius apie savo pasiekimus, verslo situacijà ir iððûkius. „Susipaþinæ artimiau, sprendimà dël partnerystës priëmëme lengvai. Tai komanda, kuri yra stipriai pasiruoðusi efektyviai plëtrai uþsienio rinkose. Apskritai, verslo procesø valdymo perkëlimas á skaitmeninæ erdvæ yra neiðvengiamas moderniame verslo pasaulyje, daugumoje verslo segmentø. Tad investavimas á patikimà, aiðkià ilgalaikæ vystymo ir plëtros strategijà turintá „Teamgate“, yra labai logiðkas ir toliaregis fondo sprendimas“, – sprendimà investuoti grindë „Open Circle Capital“ partneris Rokas Tamoðiûnas.
POS;Iki 2018-øjø pabaigos „Open Circle Capital“ kartu su partneriais planuoja investuoti á dar 7 Lietuvos ámones, kurios sugebës patenkinti lûkesèius. R. Tamoðiûnas teigë, kad „Teamgate“ yra puikus pavyzdys kitiems startuoliams: „Ði komanda turi ryðkià vizijà ir rodo daug þadanèius rezultatus. Neabejojame, kad mûsø ir „Blue Bridge Baltic“ bendra investicija bei „Open Circle Capital“ partneriø patirtis padës „Teamgate“ padidinti savo produkto pardavimus.“
POS;Vieðøjø pirkimø tarnybos (VPT) duomenimis, po to, kai V. Ðimas pernai spalio 25-àjà pradëjo vadovauti „Alna Software“, antrinës „Lietuvos energijos“ ámonës Technologijø ir inovacijø centras (TIC) lapkrièio 17 dienà pasiraðë preliminarià 1,139 mln. eurø vertës sutartá su „Alna Intelligence“ (konkurso laimëtojai - visos 4 jame dalyvavusios ámonës - paskelbti rugsëjo 30-àjà), o lapkrièio pradþioje su „Alna Software“ - 41,6 tûkst. eurø vertës sutartá.
POS;2012-2016 metais „Alna Group“ ámonës yra laimëjusios „Lietuvos energijos“ konkursus ir tiekë jai „Microsoft“ licencijas bei teikë kitas paslaugas, uþ kurias per ðiuos metus jai sumokëta apie 3 mln. eurø. Be to, „Alnos“ grupës ámonës nuo 2014-øjø yra gavusios 7,6 mln. eurø vertës TIC uþsakymø.
POS;„Esame ágalioti vykdyti „Lietuvos energijos“ ámoniø pirkimus, visos vieðøjø pirkimø procedûros vyksta pas mus. Uþsakymas suformuluojamas toje ámonëje, kuri turi poreiká. Patá pirkimà vykdo Verslo aptarnavimo centro pirkimø komanda. Uþ pirkimà bûna atsakingas projektø vadovas, o jei pirkimas bûna didesnis, tada atsakomybë tenka pirkimø komisijai. Faktiðkai að pirkimuose ið viso nedalyvauju“, - aiðkino E. Ðimë.
POS;E. Ðimë teigë nepasiraðinëjanti ir jokiø pirkimø dokumentø - tai daro pirkimø komisijos pirmininkas. „Að neþinau ið viso, kokius pirkimus vykdo mûsø paslaugø centras, iðskyrus tuos atvejus, jeigu kas nors bûna negerai, jeigu vëluojame kaþkoká pirkimà vykdyti, tada domiuosi, padedu klientams susidëlioti ðiuos dalykus. Bet ið esmës tai yra tø þmoniø, kurie turi tà kompetencijà, sprendimai ir atsakomybë“, - pasakojo VAC vadovë.
POS;Mano atsakomybë nëra gilintis á kiekvienos srities specifikà. Mano darbas ir atsakomybë yra organizuoti veiklà ámonëje ir siekti pagrindinio tikslo - efektyvinimo, bendrø standartø, kaþkokiø IT priemoniø pritaikymo, kuriø pagalba mes galime pasiekti didesná efektyvumà, ir kultûros formavimas. (...) Á patá pirkimø procesà man gilintis nereikia, o perþiûrëti procesus ir pasiþiûrëti ið esmës, kaip jie gali trumpëti, gerëti komunikacija su klientais, tos patirties nereikia“, - sako E.Ðimë. Iki spalio pradþios dirbsianti centro vadovë teigë jau sulaukusi naujø darbo pasiûlymø ir tvirtino, kad valstybiniame sektoriuje dirbti neketina.
POS;VAC vadovë tikino daugiau jokiø sàsajø su „Alna“ ar jos vadovais bei savininkais neturinti, taip pat nepaþástanti „Alnos“ grupës vadovø ir savininkø Tomo Milaknio ir Justinos Milaknytës. J. Milaknytës vyras Rytis Jakaitis yra iki liepos pabaigos „Lietuvos energijos“ stebëtojø tarybos pirmininku dirbusio Ðarûno Kliokio verslo partneris. E. Ðimë teigë paþástanti Ð. Klioká, taèiau apie VAC IT paslaugø pirkimus su juo nekalbëjusi.
POS;Antriniø „Lietuvos energijos“ ámoniø vadovus tvirtina bendrovës Stebëtojø taryba. Prie jos sudarytas Atlygio ir skyrimo komitetas ið visø kandidatø á ámoniø vadovus paprastai iðrenka 2-3 asmenis ir teikia juos Stebëtojø tarybai - pastaroji po pokalbiø su kandidatais iðrenka vadovà.
POS;BNS þiniomis, Ð.Kliokys nepraëjo teisësaugos „filtro“ á naujos „Lietuvos energijos“ stebëtojø tarybà, o dël su tuo susijusios áslaptintos informacijos nutekinimo tyrimà atlieka Specialiøjø tyrimø tarnyba (STT). Netrukus po STT apklausos atsistatydinimo pareiðkimà áteikë „Lietuvos energijos“ valdybos pirmininkas ir generalinis direktorius Dalius Misiûnas.
POS;Ð.Kliokys per jo verslo partnerá Rytá Jakaitá yra susijæs su „Alnos“ grupe ir jos vadovais. R.Jakaièio þmona yra „Alna group“ valdybos narë bei keliø grupës ámoniø vadovë Justina Milaknytë , o abu sutuoktiniai yra netiesioginiai Ð.Kliokio kontroliuojamos investicijø bendrovës „Avestis“ akcininkai.
POS;Vienas „Alnos“ grupës vadovø Tomas Milaknis yra átariamasis neskaidriø „Sodros“ vieðøjø pirkimø byloje.
POS;Seimo Antikorupcijos komisija nutarë, kad visi trys 2000-aisiais sumanytos elektroninës sveikatos sistemos projekto, etapai buvo ágyvendinti netinkamai – sistema iki ðiol nepasiekë tikslø ir neteikia kokybiðkø paslaugø.
POS;Pasak Antikorupcijos komisijos vadovo Vitalijaus Gailiaus, buvæ Sveikatos ministerijos pareigûnai, pradedant „darbieèiø“ deleguotu ministru Þilvinu Padaiga (2004-2006 metais buvo ministras ir 2004-2008 metais – Seimo narys), sukûrë tokià sistemà, kuri galbût leido pelnytis tiems patiems asmenims.
POS;Komisijos narys Rimantas Jonas Dagys sako, jog sistema buvo sugalvota taip, kad ið nuolatinio jos tobulinimo bûtø galima uþsidirbti. Jo þodþiais, tai buvo nusikalstama schema
POS;„Jie ir ásteigë juridinius asmenis, kurie ið esmës ir diegë tà sistemà sveikatos prieþiûros ástaigose, vykdë mokymus ir iki ðiol tà sistemà diegia. Kalbame apie tuos paèius politinio pasitikëjimo pareigûnus, kurie buvo atsakingi uþ projekto rengimà – ministras, sekretoriai Haroldas Baubinas, Saulius Janonis, buvæs ministerijos sveikatos projektø vadovas ir technologijø skyriaus specialistas Evaldas Dobravolskas“, – komisijai ketvirtadiená patvirtinus elektroninës sveikatos sistemos diegimo tyrimo iðvadas, BNS teigë V. Gailius.
POS;2006 metais S. Janoná ðiame poste pakeitë H. Baubinas. Nutrûkus karjerai ministerijoje, e. sveikata programà priþiûrëjæs pareigûnas vos po pusmeèio ásidarbino ámonëje “E. sveikata”, nors ástatymai draudþia valdininkui vienerius metus vadovauti privaèioms ámonëms, kurias jie kontroliavo.
POS;„Jie perëmë praktiðkai ðios sistemos kontrolæ ir nuosavybæ. Ateityje ið sistemos tobulinimo gautø naudà tiktai jie. Tai buvo nusikalstama schema“, – BNS sakë komisijos narys.
POS;Susisiekimo ministerija ðià savaitæ paskelbë inicijuojanti milijoninës vertës e. sveikatos sistemos kûrimo patikrinimà. Pasak ministro Roko Masiulio, audito tikslas – nustatyti atsakingus asmenis dël tokios padëties ir galimo valstybës lëðø iððvaistymo.
POS;Sutrikus Paysera informaciniø sistemø veiklai, Paysera verslo klientai laikinai negali priimti apmokëjimø uþ pirkinius internete, o pirkëjai atsiskaityti uþ pirkinius el. parduotuvëse per Paysera apmokëjimø platformà.
POS;Atsiskaityti Paysera VISA mokëjimo kortelëmis galima, jeigu jose yra pinigø, taèiau ðiuo metu neveikia kortelës likuèio papildymas.
POS;Techniniø sutrikimø prieþastys yra þinomos, o nesklandumai ðalinami. Ámonë deda visas pastangas atkurti áprastà paslaugø teikimà kuo greièiau ir atsipraðo visø uþ nepatogumus. Paslaugø teikimà Paysera planuoja atkurti ketvirtadiená apie pietus.
POS;Buvusius sutrikimus informacinëje sistemoje didþiausia Lietuvos elektroniniø pinigø ástaiga iðsprendë. Atkûrusi sistemø veiklà „Paysera LT“ paslaugas internetu ir iðmaniojoje programëlëje teikia áprastai.
POS;JAV finansø startuolis „Sezzle“ ásteigë bendrovæ Lietuvoje ir ið èia galimai planuoja plëtrà á Europà, raðo „Verslo þinios“.
POS;Startuolio platformoje vartotojai gali ásigyti prekæ iðsimokëtinai be pabrangimo. Naujo tipo lizingà siûlanèios „fintech“ ámonës tikslinë auditorija – e. prekybos bendrovës
POS;„Sezzle“ vieðøjø ryðiø vadovë Erina Foran informavo VÞ, kad kompanija rengiasi þengti á Europos rinkà, taèiau daugiau komentarø nepateikë.
POS;Registrø centro duomenimis, ðià savaitæ áregistruota bendrovë „Sezzle Lithuania“, kurios ástatinis kapitalas lygus 2,5 tûkst. eurø.
POS;Vieðojoje erdvëje kyla diskusijos apie tradicinio bankø, finansø ástaigø sektoriaus pamatus klibinanèius finansiniø paslaugø startuolius, kurie ið pagrindø keièia sektoriaus veidà, bando uþimti rinkos dalá ir tapti jos ðeimininkais. Vis dëlto, „chuliganais“ pravardþiuojami þaidëjai kartu su savimi atsineða ir naujas galimybes.
POS;Profesines paslaugas teikianèios ámonës jau pradeda siûlyti savo paslaugas ðiems startuoliams. Ir atranda tiek naujas galimybes, tiek iððûkius, kuriø áveikimas taps glaudaus bendradarbiavimo bei abiejø sektoriø profesionalumo árodymu. Naujienø agentûra „Bloomberg“ neseniai raðë, kad 2018 m. Lietuva yra antra po JK visoje ES pagal iðduotà elektroniniø pinigø ástaigø licencijø skaièiø. Tikëtina, kad dël „fintech“ plëtros þenkliai iðaugs tiek bankø, tiek kitø finansiniø ástaigø skaièius. O ðiuo metu „fintech“ industrija dar ir sparèiai keièiasi. Manau, kad visos profesines paslaugas teikianèios ámonës mato ðiuos pokyèius ir pritaiko savo paslaugas prie „fintech“ startuoliø veiklos modelio ir lûkesèiø.
POS;„Fintech“ industrijos klientai – tai þaidëjai, kurie dabar realizuoja savo potencialà, verèia já rinkos dalimi ir pradeda gauti pelnà. Profesines paslaugas teikianèios ámonës jiems siûlys ne tik audito paslaugas, bet ir apskaitos, vidaus kontroliø tobulinimo, IT sistemø saugumo, verslo teisës, mokestines ir kitas konsultacijas. Rinka tikrai sukunkuliuos. Þinoma, mums reikës prisitaikyti ir prie jø poreikiø – labai dinamiðkos, daþnai ir globalios plëtros, nuolatiniø pokyèiø kultûros.
POS;Pastaruoju metu vieðai skelbta, kad finansø startuolis „Revolut“, britø „Akce“ grupës Lietuvos bendrovë „European Merchant“ ir Kredito unija „Mano unija“, pakeitusi pavadinimà á „Mano bankas“, gavo specializuoto banko licencijà Lietuvoje. Dar kelios ámonës yra toli pasistûmëjusios siekdamos specializuoto banko licen
POS;Tradiciniai bankai turi platformas, kurias naudoja deðimtmeèius. Tai - laiko patikrintos, þinomø IT sprendimø tiekëjø sukurtos sistemos, atitinkanèios visas reguliacines taisykles. „Fintech“ bankai platformas kuriasi patys arba prisitaiko dalá sukurtø sprendimø. Tai yra didelë „fintech“ banko veiklos rizika, nes jø veiklos pagrindas – tinkamai veikianèios platformos.
POS;Ðtai èia gali padëti ir profesines konsultacijas teikianèios ámones – laiku patikrinti platformø saugumà, atrasti sistemos klaidas, patikrinti, kaip veikia kontrolës ir, galiausiai, kaip generuojama informacija. Ir tuo paèiu prisidëti prie „fintech“ bankø sëkmës. Þinoma, reikës, kad ir patys bankai sustyguotø savo procesus ir juos kontroliuotø, uþtikrindami atitikimà reguliaciniams reikalavimams. Iððûkiu gali tapti ir „fintech“ ámoniø „virtualumas“. Tikëtina, kad daugelis tokiø bankø ir kitø finansiniø ástaigø turës pakankamai nedideles komandas Lietuvoje. Jø þmonës bus iðsibarstæ visoje ES ar net visame pasaulyje, nemaþai paslaugø bus teikiama kitø ámoniø (angl. outsource), duomenys kybos „debesyse“. Tiek profesiniø paslaugø ámonës, tiek reguliuojanèios institucijos turës pritaikyti savo veiklos modelius, komandø sudëtá (tiek geografiðkai, tiek kompetencijø ir gebëjimø poþiûriu), kad efektyviai audituotø ar kontroliuotø „fintech“ ámones.
POS;Þvelgdami á „fintech“ kaip á bûsimus klientus, turësime ypaè kritiðkai vertinti jø paèiø, jø steigëjø ir akcininkø reputacijà. Lietuvos bankas atlieka patikrà ðiose srityse, taèiau priimdami naujà klientà, ypaè bankà ar finansinæ institucijà, patys turime ásitikinti, kad jis atitinka kompanijos vidinius reikalavimus, neturi kriminaliniø áraðø/patirèiø, jo reputacija – nepriekaiðtinga. Didþiojo ketverto klientø priëmimo procedûros yra itin grieþtos, nes audituodami ámonæ tampame asocijuojami vieni su kitais.
POS;Taip pat nerimà kelia gana trumpa daugumos „fintech“ bankø veiklos istorija. Dël to auditoriams gali bûti sunku vertinti jø veiklos perspektyvas ir tæstinumà. O auditoriai privalo ávertinti rizikà bent vieniems metams á prieká. Veiklos modelio tvarumas yra itin svarbus tiek Lietuvos bankui kaip reguliatoriui, tiek auditoriams. Nes, jeigu bankas bus nepelningas ilgesná laikotarpá, tikëtina, kad kils problemø su atitikimu kapitalo pakankamumo, likvidumo ir kitiems rodikliams (nebent akcininkai bûtø pasiryþæ nuolat investuoti, finansuodami plëtrà).
POS;Finansinëms ástaigoms taikomi grieþti reguliaciniai reikalavimai, kurie gali tapti „fintech“ bankø verþlaus vystymosi stabdþiu. Svarbu, kad bûtø tinkamas tonas „ið virðaus“ ir „fintech“ institucijos traktuotø ðiuos reikalavimus rimtai, o ne kaip veiklos plëtrà ribojanèià problemà ar formalumus. Kitas dalykas – verþlumas, kurio startuoliai neturëtø prarasti. Jø màstysena, kultûra yra paremta orientacija á greitá „greitai padarome, jei veikia, tai veikia, o jei neveiks – greit sutvarkysim“. Laimës tos „fintech“ ámonës, kurios sugebës suderinti du poþiûrius – neprarasti verþlumo, bet pasiekti ir tradiciniø finansiniø ástaigø solidumà ir patikimumà. Jei bus tokiø, kurios pasirinks „tik tik“ atitikti reikalavimus – jos gali tapti rizikingu klientu, ir papildomø problemø ðaltiniu visam ðalies finansø ástaigø sektoriui.
POS;Visgi „fintech“ ámoniø strategija yra pakeisti mums paþástamà finansø sektoriaus vaizdà ið esmës, tapti ðio sektoriaus lyderëmis, o ne vienadienëmis þvaigþdëmis. Galime tikëtis, kad jos investuos á pakankamus þmogiðkuosius iðteklius bei lëðas ir sukurs technologijomis ágalintas procedûras bei visiðkai reguliacinius reikalavimus atitinkantá verslo modelá. O ið jo galësime mokytis visi – tiek profesiniø paslaugø ámonës, tiek kiti startuoliai, tiek tradiciniai bankai
POS;Remiantis „Lithuania Fintech Report 2017“ ataskaita, 2017 m. Lietuvoje veikë 117 finansiniø technologijø ámoniø, 35 ið jø buvo registruotos pernai. Per pastaruosius metus ðios srities ámoniø skaièius ðalyje iðaugo beveik 43 procentais. Auganti rinka reikalauja atitinkamos kompetencijos specialistø, kuriuos nuo ðiø metø pradës rengti Vilniaus Gedimino technikos universitetas
POS;„Dël palankaus finansinio sektoriaus reguliavimo vis daugiau finansiniø technologiniø startuoliø teikia tradicines bankø paslaugas þymiai palankesnëmis sàlygomis, o tai keièia didþiøjø bankø vaidmená finansø rinkose. Taip pat ir ið technologiðkai paþangiø (tech-savvy) vartotojø kyla vis didesnis poreikis finansiniø paslaugø skaitmenizavimui“, – sako J. Stankevièienë. Anot jos, ypaè Y ir Z kartos vartotojai aktyviais naudojasi skaitmeninëmis finansinëmis paslaugomis, o tai sàlygoja ir kitø verslø norà prisitaikyti prie vartotojø poreikiø.
